,name,brand,price,img,id,features,place,year,age,outcome,Cluster
1491,Mercedes Benz E class E250 - 2017,Mercedes,82141,https://bonbanh.com.vn/uploads/users/473377/car/3243523/s_1590739431.164.jpg,3243523,"- Mercedes-Benz Vietnam Star Nha Trang cần bán Mercedes E 250. Sản xuất 2017.
- Màu: Trắng / nội thất đen. Ghế da, nội thất mới 99%.
- Đăng ký: 03/2019. Cavet xe đăng ký đại lý ...",Khánh Hòa,2017,20,87052,0
1492,Mercedes Benz E class E250 - 2017,Mercedes,82141,https://bonbanh.com.vn/uploads/users/473377/car/3243523/s_1590739431.164.jpg,3243523,"- Mercedes-Benz Vietnam Star Nha Trang cần bán Mercedes E 250. Sản xuất 2017.
- Màu: Trắng / nội thất đen. Ghế da, nội thất mới 99%.
- Đăng ký: 03/2019. Cavet xe đăng ký đại lý ...",Khánh Hòa,2017,22,85832,0
1493,Mercedes Benz E class E250 - 2017,Mercedes,82141,https://bonbanh.com.vn/uploads/users/473377/car/3243523/s_1590739431.164.jpg,3243523,"- Mercedes-Benz Vietnam Star Nha Trang cần bán Mercedes E 250. Sản xuất 2017.
- Màu: Trắng / nội thất đen. Ghế da, nội thất mới 99%.
- Đăng ký: 03/2019. Cavet xe đăng ký đại lý ...",Khánh Hòa,2017,57,85961,0
1494,Mercedes Benz E class E250 - 2017,Mercedes,82141,https://bonbanh.com.vn/uploads/users/473377/car/3243523/s_1590739431.164.jpg,3243523,"- Mercedes-Benz Vietnam Star Nha Trang cần bán Mercedes E 250. Sản xuất 2017.
- Màu: Trắng / nội thất đen. Ghế da, nội thất mới 99%.
- Đăng ký: 03/2019. Cavet xe đăng ký đại lý ...",Khánh Hòa,2017,30,86871,0
2239,Mercedes Benz E class E180 - 2019,Mercedes,82141,https://bonbanh.com.vn/uploads/users/106834/car/3346365/s_1596099598.971.jpeg,3346365,"Mercedes E180 đăng kí lần đầu 2020 màu đen nội thất đen
Hàng trưng bày siêu lướt
Mọi thông tin vui lòng liên hệ",TP HCM,2019,21,84427,0
2240,Mercedes Benz E class E180 - 2019,Mercedes,82141,https://bonbanh.com.vn/uploads/users/106834/car/3346365/s_1596099598.971.jpeg,3346365,"Mercedes E180 đăng kí lần đầu 2020 màu đen nội thất đen
Hàng trưng bày siêu lướt
Mọi thông tin vui lòng liên hệ",TP HCM,2019,46,86905,0
2241,Mercedes Benz E class E180 - 2019,Mercedes,82141,https://bonbanh.com.vn/uploads/users/106834/car/3346365/s_1596099598.971.jpeg,3346365,"Mercedes E180 đăng kí lần đầu 2020 màu đen nội thất đen
Hàng trưng bày siêu lướt
Mọi thông tin vui lòng liên hệ",TP HCM,2019,55,83400,0
2242,Mercedes Benz E class E180 - 2019,Mercedes,82141,https://bonbanh.com.vn/uploads/users/106834/car/3346365/s_1596099598.971.jpeg,3346365,"Mercedes E180 đăng kí lần đầu 2020 màu đen nội thất đen
Hàng trưng bày siêu lướt
Mọi thông tin vui lòng liên hệ",TP HCM,2019,68,84638,0
2243,Mercedes Benz E class E180 - 2019,Mercedes,82141,https://bonbanh.com.vn/uploads/users/106834/car/3346365/s_1596099598.971.jpeg,3346365,"Mercedes E180 đăng kí lần đầu 2020 màu đen nội thất đen
Hàng trưng bày siêu lướt
Mọi thông tin vui lòng liên hệ",TP HCM,2019,43,86723,0
2244,Mercedes Benz E class E180 - 2019,Mercedes,82141,https://bonbanh.com.vn/uploads/users/106834/car/3346365/s_1596099598.971.jpeg,3346365,"Mercedes E180 đăng kí lần đầu 2020 màu đen nội thất đen
Hàng trưng bày siêu lướt
Mọi thông tin vui lòng liên hệ",TP HCM,2019,35,85752,0
2245,Mercedes Benz E class E180 - 2019,Mercedes,82141,https://bonbanh.com.vn/uploads/users/106834/car/3346365/s_1596099598.971.jpeg,3346365,"Mercedes E180 đăng kí lần đầu 2020 màu đen nội thất đen
Hàng trưng bày siêu lướt
Mọi thông tin vui lòng liên hệ",TP HCM,2019,45,84927,0
2246,Mercedes Benz E class E180 - 2019,Mercedes,82141,https://bonbanh.com.vn/uploads/users/106834/car/3346365/s_1596099598.971.jpeg,3346365,"Mercedes E180 đăng kí lần đầu 2020 màu đen nội thất đen
Hàng trưng bày siêu lướt
Mọi thông tin vui lòng liên hệ",TP HCM,2019,56,85459,0
2247,Mercedes Benz E class E180 - 2019,Mercedes,82141,https://bonbanh.com.vn/uploads/users/106834/car/3346365/s_1596099598.971.jpeg,3346365,"Mercedes E180 đăng kí lần đầu 2020 màu đen nội thất đen
Hàng trưng bày siêu lướt
Mọi thông tin vui lòng liên hệ",TP HCM,2019,45,85336,0
796,Mini Cooper S 5Dr - 2019,Mini,82098,https://bonbanh.com.vn/uploads/users/170637/car/3458561/s_1602058067.833.jpg,3458561,"- Vô lăng tích hợp các chức năng phổ biến
- Điều chỉnh chiều cao ghế hành khách phía trước
- Gói trang bị MINI Excitement
- Chức năng cảm biến mưa
- Màn hình hiển thị ...",Hà Nội,2019,27,86777,0
797,Mini Cooper S 5Dr - 2019,Mini,82098,https://bonbanh.com.vn/uploads/users/170637/car/3458561/s_1602058067.833.jpg,3458561,"- Vô lăng tích hợp các chức năng phổ biến
- Điều chỉnh chiều cao ghế hành khách phía trước
- Gói trang bị MINI Excitement
- Chức năng cảm biến mưa
- Màn hình hiển thị ...",Hà Nội,2019,42,84349,0
798,Mini Cooper S 5Dr - 2019,Mini,82098,https://bonbanh.com.vn/uploads/users/170637/car/3458561/s_1602058067.833.jpg,3458561,"- Vô lăng tích hợp các chức năng phổ biến
- Điều chỉnh chiều cao ghế hành khách phía trước
- Gói trang bị MINI Excitement
- Chức năng cảm biến mưa
- Màn hình hiển thị ...",Hà Nội,2019,40,87049,0
799,Mini Cooper S 5Dr - 2019,Mini,82098,https://bonbanh.com.vn/uploads/users/170637/car/3458561/s_1602058067.833.jpg,3458561,"- Vô lăng tích hợp các chức năng phổ biến
- Điều chỉnh chiều cao ghế hành khách phía trước
- Gói trang bị MINI Excitement
- Chức năng cảm biến mưa
- Màn hình hiển thị ...",Hà Nội,2019,45,84533,0
800,Mini Cooper S 5Dr - 2019,Mini,82098,https://bonbanh.com.vn/uploads/users/170637/car/3458561/s_1602058067.833.jpg,3458561,"- Vô lăng tích hợp các chức năng phổ biến
- Điều chỉnh chiều cao ghế hành khách phía trước
- Gói trang bị MINI Excitement
- Chức năng cảm biến mưa
- Màn hình hiển thị ...",Hà Nội,2019,25,83707,0
1047,BMW 3 Series 320i Sport Line - 2020,BMW,82098,https://bonbanh.com.vn/uploads/users/536955/car/3411529/s_1599558508.797.jpg,3411529,"BMW 320i phiên bản Sport Line hoàn toàn mới là một sự nâng cấp mạnh mẽ của BMW cho series 3 tại thị trường Việt Nam. Sở hữu kiểu dáng thể thao và gói option đầy đủ, mạnh ...",Hải Phòng,2020,55,83187,0
1048,BMW 3 Series 320i Sport Line - 2020,BMW,82098,https://bonbanh.com.vn/uploads/users/536955/car/3411529/s_1599558508.797.jpg,3411529,"BMW 320i phiên bản Sport Line hoàn toàn mới là một sự nâng cấp mạnh mẽ của BMW cho series 3 tại thị trường Việt Nam. Sở hữu kiểu dáng thể thao và gói option đầy đủ, mạnh ...",Hải Phòng,2020,65,83618,0
1049,BMW 3 Series 320i Sport Line - 2020,BMW,82098,https://bonbanh.com.vn/uploads/users/536955/car/3411529/s_1599558508.797.jpg,3411529,"BMW 320i phiên bản Sport Line hoàn toàn mới là một sự nâng cấp mạnh mẽ của BMW cho series 3 tại thị trường Việt Nam. Sở hữu kiểu dáng thể thao và gói option đầy đủ, mạnh ...",Hải Phòng,2020,50,83625,0
1050,BMW 3 Series 320i Sport Line - 2020,BMW,82098,https://bonbanh.com.vn/uploads/users/536955/car/3411529/s_1599558508.797.jpg,3411529,"BMW 320i phiên bản Sport Line hoàn toàn mới là một sự nâng cấp mạnh mẽ của BMW cho series 3 tại thị trường Việt Nam. Sở hữu kiểu dáng thể thao và gói option đầy đủ, mạnh ...",Hải Phòng,2020,56,85164,0
1051,BMW 3 Series 320i Sport Line - 2020,BMW,82098,https://bonbanh.com.vn/uploads/users/536955/car/3411529/s_1599558508.797.jpg,3411529,"BMW 320i phiên bản Sport Line hoàn toàn mới là một sự nâng cấp mạnh mẽ của BMW cho series 3 tại thị trường Việt Nam. Sở hữu kiểu dáng thể thao và gói option đầy đủ, mạnh ...",Hải Phòng,2020,48,86918,0
1052,BMW 3 Series 320i Sport Line - 2020,BMW,82098,https://bonbanh.com.vn/uploads/users/536955/car/3411529/s_1599558508.797.jpg,3411529,"BMW 320i phiên bản Sport Line hoàn toàn mới là một sự nâng cấp mạnh mẽ của BMW cho series 3 tại thị trường Việt Nam. Sở hữu kiểu dáng thể thao và gói option đầy đủ, mạnh ...",Hải Phòng,2020,50,84869,0
1053,BMW 3 Series 320i Sport Line - 2020,BMW,82098,https://bonbanh.com.vn/uploads/users/536955/car/3411529/s_1599558508.797.jpg,3411529,"BMW 320i phiên bản Sport Line hoàn toàn mới là một sự nâng cấp mạnh mẽ của BMW cho series 3 tại thị trường Việt Nam. Sở hữu kiểu dáng thể thao và gói option đầy đủ, mạnh ...",Hải Phòng,2020,41,85941,0
3388,Lexus NX 200t - 2014,Lexus,81709,https://bonbanh.com.vn/uploads/users/43016/car/3424057/s_1597916470.jpg,3424057,"Lexus NX200t sản xuất 2014, bản full đồ: Cốp điện, đèn led, cửa gió sau, ghế chỉnh điện có nhớ vị trí, Dvd,camera lùi, chức năng bấm nổ từ xa...
Thông số kỹ thuật: ...",TP HCM,2014,37,84668,0
3389,Lexus NX 200t - 2014,Lexus,81709,https://bonbanh.com.vn/uploads/users/43016/car/3424057/s_1597916470.jpg,3424057,"Lexus NX200t sản xuất 2014, bản full đồ: Cốp điện, đèn led, cửa gió sau, ghế chỉnh điện có nhớ vị trí, Dvd,camera lùi, chức năng bấm nổ từ xa...
Thông số kỹ thuật: ...",TP HCM,2014,51,85382,0
3390,Lexus NX 200t - 2014,Lexus,81709,https://bonbanh.com.vn/uploads/users/43016/car/3424057/s_1597916470.jpg,3424057,"Lexus NX200t sản xuất 2014, bản full đồ: Cốp điện, đèn led, cửa gió sau, ghế chỉnh điện có nhớ vị trí, Dvd,camera lùi, chức năng bấm nổ từ xa...
Thông số kỹ thuật: ...",TP HCM,2014,42,84538,0
3391,Lexus NX 200t - 2014,Lexus,81709,https://bonbanh.com.vn/uploads/users/43016/car/3424057/s_1597916470.jpg,3424057,"Lexus NX200t sản xuất 2014, bản full đồ: Cốp điện, đèn led, cửa gió sau, ghế chỉnh điện có nhớ vị trí, Dvd,camera lùi, chức năng bấm nổ từ xa...
Thông số kỹ thuật: ...",TP HCM,2014,24,83193,0
80,Ford Explorer Limited 2.3L EcoBoost - 2020,Ford,81665,https://bonbanh.com.vn/uploads/users/357399/car/2300888/s_1552533778.139.jpeg,2300888,"Đẳng cấp doanh nhân
7 chỗ rộng rãi, công nghệ, tiện nghi, sang trọng
Động cơ trứ danh Ecoboost Turbo 2.3L, hộp số 6 cấp, công suất 273Ps, momen xoắn 420Nm
Dẫn động 4 bánh ...",TP HCM,2020,47,84172,0
81,Ford Explorer Limited 2.3L EcoBoost - 2020,Ford,81665,https://bonbanh.com.vn/uploads/users/357399/car/2300888/s_1552533778.139.jpeg,2300888,"Đẳng cấp doanh nhân
7 chỗ rộng rãi, công nghệ, tiện nghi, sang trọng
Động cơ trứ danh Ecoboost Turbo 2.3L, hộp số 6 cấp, công suất 273Ps, momen xoắn 420Nm
Dẫn động 4 bánh ...",TP HCM,2020,43,83855,0
82,Ford Explorer Limited 2.3L EcoBoost - 2020,Ford,81665,https://bonbanh.com.vn/uploads/users/357399/car/2300888/s_1552533778.139.jpeg,2300888,"Đẳng cấp doanh nhân
7 chỗ rộng rãi, công nghệ, tiện nghi, sang trọng
Động cơ trứ danh Ecoboost Turbo 2.3L, hộp số 6 cấp, công suất 273Ps, momen xoắn 420Nm
Dẫn động 4 bánh ...",TP HCM,2020,68,83912,0
83,Ford Explorer Limited 2.3L EcoBoost - 2020,Ford,81665,https://bonbanh.com.vn/uploads/users/357399/car/2300888/s_1552533778.139.jpeg,2300888,"Đẳng cấp doanh nhân
7 chỗ rộng rãi, công nghệ, tiện nghi, sang trọng
Động cơ trứ danh Ecoboost Turbo 2.3L, hộp số 6 cấp, công suất 273Ps, momen xoắn 420Nm
Dẫn động 4 bánh ...",TP HCM,2020,62,85878,0
84,Ford Explorer Limited 2.3L EcoBoost - 2020,Ford,81665,https://bonbanh.com.vn/uploads/users/357399/car/2300888/s_1552533778.139.jpeg,2300888,"Đẳng cấp doanh nhân
7 chỗ rộng rãi, công nghệ, tiện nghi, sang trọng
Động cơ trứ danh Ecoboost Turbo 2.3L, hộp số 6 cấp, công suất 273Ps, momen xoắn 420Nm
Dẫn động 4 bánh ...",TP HCM,2020,23,83025,0
85,Ford Explorer Limited 2.3L EcoBoost - 2020,Ford,81665,https://bonbanh.com.vn/uploads/users/357399/car/2300888/s_1552533778.139.jpeg,2300888,"Đẳng cấp doanh nhân
7 chỗ rộng rãi, công nghệ, tiện nghi, sang trọng
Động cơ trứ danh Ecoboost Turbo 2.3L, hộp số 6 cấp, công suất 273Ps, momen xoắn 420Nm
Dẫn động 4 bánh ...",TP HCM,2020,66,84637,0
86,Ford Explorer Limited 2.3L EcoBoost - 2020,Ford,81665,https://bonbanh.com.vn/uploads/users/357399/car/2300888/s_1552533778.139.jpeg,2300888,"Đẳng cấp doanh nhân
7 chỗ rộng rãi, công nghệ, tiện nghi, sang trọng
Động cơ trứ danh Ecoboost Turbo 2.3L, hộp số 6 cấp, công suất 273Ps, momen xoắn 420Nm
Dẫn động 4 bánh ...",TP HCM,2020,51,86507,0
87,Ford Explorer Limited 2.3L EcoBoost - 2020,Ford,81665,https://bonbanh.com.vn/uploads/users/357399/car/2300888/s_1552533778.139.jpeg,2300888,"Đẳng cấp doanh nhân
7 chỗ rộng rãi, công nghệ, tiện nghi, sang trọng
Động cơ trứ danh Ecoboost Turbo 2.3L, hộp số 6 cấp, công suất 273Ps, momen xoắn 420Nm
Dẫn động 4 bánh ...",TP HCM,2020,42,85031,0
88,Ford Explorer Limited 2.3L EcoBoost - 2020,Ford,81665,https://bonbanh.com.vn/uploads/users/357399/car/2300888/s_1552533778.139.jpeg,2300888,"Đẳng cấp doanh nhân
7 chỗ rộng rãi, công nghệ, tiện nghi, sang trọng
Động cơ trứ danh Ecoboost Turbo 2.3L, hộp số 6 cấp, công suất 273Ps, momen xoắn 420Nm
Dẫn động 4 bánh ...",TP HCM,2020,65,84415,0
442,Mercedes Benz GLC 250 4Matic - 2019,Mercedes,81276,https://bonbanh.com.vn/uploads/users/508781/car/3502287/s_1604730680.637.jpg,3502287,"Thấy bảo đang khan hàng:
QT Auto lại về Ngọc Trinh khá là hot!
GLC250 trắng/đen sx 2019 một chủ chạy zin 1,6v miles bao test hãng toàn quốc ạ!
Trang bị đầy đủ tiện ích với ...",Hà Nội,2019,47,82670,0
443,Mercedes Benz GLC 250 4Matic - 2019,Mercedes,81276,https://bonbanh.com.vn/uploads/users/508781/car/3502287/s_1604730680.637.jpg,3502287,"Thấy bảo đang khan hàng:
QT Auto lại về Ngọc Trinh khá là hot!
GLC250 trắng/đen sx 2019 một chủ chạy zin 1,6v miles bao test hãng toàn quốc ạ!
Trang bị đầy đủ tiện ích với ...",Hà Nội,2019,57,84156,0
444,Mercedes Benz GLC 250 4Matic - 2019,Mercedes,81276,https://bonbanh.com.vn/uploads/users/508781/car/3502287/s_1604730680.637.jpg,3502287,"Thấy bảo đang khan hàng:
QT Auto lại về Ngọc Trinh khá là hot!
GLC250 trắng/đen sx 2019 một chủ chạy zin 1,6v miles bao test hãng toàn quốc ạ!
Trang bị đầy đủ tiện ích với ...",Hà Nội,2019,67,83517,0
445,Mercedes Benz GLC 250 4Matic - 2019,Mercedes,81276,https://bonbanh.com.vn/uploads/users/508781/car/3502287/s_1604730680.637.jpg,3502287,"Thấy bảo đang khan hàng:
QT Auto lại về Ngọc Trinh khá là hot!
GLC250 trắng/đen sx 2019 một chủ chạy zin 1,6v miles bao test hãng toàn quốc ạ!
Trang bị đầy đủ tiện ích với ...",Hà Nội,2019,64,85215,0
446,Mercedes Benz GLC 250 4Matic - 2019,Mercedes,81276,https://bonbanh.com.vn/uploads/users/508781/car/3502287/s_1604730680.637.jpg,3502287,"Thấy bảo đang khan hàng:
QT Auto lại về Ngọc Trinh khá là hot!
GLC250 trắng/đen sx 2019 một chủ chạy zin 1,6v miles bao test hãng toàn quốc ạ!
Trang bị đầy đủ tiện ích với ...",Hà Nội,2019,42,83117,0
447,Mercedes Benz GLC 250 4Matic - 2019,Mercedes,81276,https://bonbanh.com.vn/uploads/users/508781/car/3502287/s_1604730680.637.jpg,3502287,"Thấy bảo đang khan hàng:
QT Auto lại về Ngọc Trinh khá là hot!
GLC250 trắng/đen sx 2019 một chủ chạy zin 1,6v miles bao test hãng toàn quốc ạ!
Trang bị đầy đủ tiện ích với ...",Hà Nội,2019,22,86163,0
448,Mercedes Benz GLC 250 4Matic - 2019,Mercedes,81276,https://bonbanh.com.vn/uploads/users/508781/car/3502287/s_1604730680.637.jpg,3502287,"Thấy bảo đang khan hàng:
QT Auto lại về Ngọc Trinh khá là hot!
GLC250 trắng/đen sx 2019 một chủ chạy zin 1,6v miles bao test hãng toàn quốc ạ!
Trang bị đầy đủ tiện ích với ...",Hà Nội,2019,41,86149,0
1395,Mercedes Benz C class C300 AMG - 2020,Mercedes,81276,https://bonbanh.com.vn/uploads/users/91486/car/1372826/s_1553829513.jpg,1372826,"Mercedes Benz C300 AMG Mercedes Benz 2020 Hộp số 9 cấp tiên tiến thế hệ mới với 258 mã lực.
Option : Cản trước, cản sau & ốp sườn xe kiểu thể thao AMG. Màn hình trung tâm ...",Hà Nội,2020,47,82402,0
1396,Mercedes Benz C class C300 AMG - 2020,Mercedes,81276,https://bonbanh.com.vn/uploads/users/91486/car/1372826/s_1553829513.jpg,1372826,"Mercedes Benz C300 AMG Mercedes Benz 2020 Hộp số 9 cấp tiên tiến thế hệ mới với 258 mã lực.
Option : Cản trước, cản sau & ốp sườn xe kiểu thể thao AMG. Màn hình trung tâm ...",Hà Nội,2020,45,82567,0
1397,Mercedes Benz C class C300 AMG - 2020,Mercedes,81276,https://bonbanh.com.vn/uploads/users/91486/car/1372826/s_1553829513.jpg,1372826,"Mercedes Benz C300 AMG Mercedes Benz 2020 Hộp số 9 cấp tiên tiến thế hệ mới với 258 mã lực.
Option : Cản trước, cản sau & ốp sườn xe kiểu thể thao AMG. Màn hình trung tâm ...",Hà Nội,2020,47,83794,0
1398,Mercedes Benz C class C300 AMG - 2020,Mercedes,81276,https://bonbanh.com.vn/uploads/users/91486/car/1372826/s_1553829513.jpg,1372826,"Mercedes Benz C300 AMG Mercedes Benz 2020 Hộp số 9 cấp tiên tiến thế hệ mới với 258 mã lực.
Option : Cản trước, cản sau & ốp sườn xe kiểu thể thao AMG. Màn hình trung tâm ...",Hà Nội,2020,24,84798,0
3470,Mercedes Benz C class C300 AMG - 2019,Mercedes,81233,https://bonbanh.com.vn/uploads/users/473377/car/3390451/s_1598409642.357.jpg,3390451,"Mercedes-Benz C300 AMG
Sản xuất: 2019
Đăng ký: 05/2020 (bảo hành đến 05/2023 không giới hạn km)
Lăn bánh: 40km
Xe chỉ cần đóng thuế trước bạ 2% và ưu tiên đăng ký biển số ...",Khánh Hòa,2019,32,83751,0
3471,Mercedes Benz C class C300 AMG - 2019,Mercedes,81233,https://bonbanh.com.vn/uploads/users/473377/car/3390451/s_1598409642.357.jpg,3390451,"Mercedes-Benz C300 AMG
Sản xuất: 2019
Đăng ký: 05/2020 (bảo hành đến 05/2023 không giới hạn km)
Lăn bánh: 40km
Xe chỉ cần đóng thuế trước bạ 2% và ưu tiên đăng ký biển số ...",Khánh Hòa,2019,24,83614,0
3472,Mercedes Benz C class C300 AMG - 2019,Mercedes,81233,https://bonbanh.com.vn/uploads/users/473377/car/3390451/s_1598409642.357.jpg,3390451,"Mercedes-Benz C300 AMG
Sản xuất: 2019
Đăng ký: 05/2020 (bảo hành đến 05/2023 không giới hạn km)
Lăn bánh: 40km
Xe chỉ cần đóng thuế trước bạ 2% và ưu tiên đăng ký biển số ...",Khánh Hòa,2019,32,84813,0
3473,Mercedes Benz C class C300 AMG - 2019,Mercedes,81233,https://bonbanh.com.vn/uploads/users/473377/car/3390451/s_1598409642.357.jpg,3390451,"Mercedes-Benz C300 AMG
Sản xuất: 2019
Đăng ký: 05/2020 (bảo hành đến 05/2023 không giới hạn km)
Lăn bánh: 40km
Xe chỉ cần đóng thuế trước bạ 2% và ưu tiên đăng ký biển số ...",Khánh Hòa,2019,61,84722,0
3474,Mercedes Benz C class C300 AMG - 2019,Mercedes,81233,https://bonbanh.com.vn/uploads/users/473377/car/3390451/s_1598409642.357.jpg,3390451,"Mercedes-Benz C300 AMG
Sản xuất: 2019
Đăng ký: 05/2020 (bảo hành đến 05/2023 không giới hạn km)
Lăn bánh: 40km
Xe chỉ cần đóng thuế trước bạ 2% và ưu tiên đăng ký biển số ...",Khánh Hòa,2019,30,86083,0
1058,Mercedes Benz C class C300 AMG - 2019,Mercedes,80801,https://bonbanh.com.vn/uploads/users/81619/car/3263001/s_1591757999.952.jpg,3263001,"✡ MERCEDES-BENZ - Xe lướt Chính Hãng ✡ C300 AMG 2019 xe đẹp giá cực tốt.
- Mẫu xe: C300 AMG sản xuất Cuối 2019 - Xe sang dáng thể thao, trẻ trung.
- Đăng ký: 3/2020
- Xe demo ...",TP HCM,2019,25,85070,0
1059,Mercedes Benz C class C300 AMG - 2019,Mercedes,80801,https://bonbanh.com.vn/uploads/users/81619/car/3263001/s_1591757999.952.jpg,3263001,"✡ MERCEDES-BENZ - Xe lướt Chính Hãng ✡ C300 AMG 2019 xe đẹp giá cực tốt.
- Mẫu xe: C300 AMG sản xuất Cuối 2019 - Xe sang dáng thể thao, trẻ trung.
- Đăng ký: 3/2020
- Xe demo ...",TP HCM,2019,42,83666,0
1060,Mercedes Benz C class C300 AMG - 2019,Mercedes,80801,https://bonbanh.com.vn/uploads/users/81619/car/3263001/s_1591757999.952.jpg,3263001,"✡ MERCEDES-BENZ - Xe lướt Chính Hãng ✡ C300 AMG 2019 xe đẹp giá cực tốt.
- Mẫu xe: C300 AMG sản xuất Cuối 2019 - Xe sang dáng thể thao, trẻ trung.
- Đăng ký: 3/2020
- Xe demo ...",TP HCM,2019,23,85510,0
2235,Volkswagen Tiguan Allspace Luxury S - 2020,Volkswagen,80801,https://bonbanh.com.vn/uploads/users/247857/car/3526528/s_1605685534.352.jpg,3526528,"TIGUAN LUXURY S ƯU ĐÃI LỚN CUỐI NĂM TẶNG 50% LỆ PHÍ TRƯỚC BẠ CÙNG NHIỀU PHỤ KIỆN ƯU ĐÃI KHÁC
Tiguan Luxury S sẵn xe giao ngay với 4 nâng cấp đáng chú ý, hiện đại hơn:
✔ ...",Hà Nội,2020,49,85126,0
2236,Volkswagen Tiguan Allspace Luxury S - 2020,Volkswagen,80801,https://bonbanh.com.vn/uploads/users/247857/car/3526528/s_1605685534.352.jpg,3526528,"TIGUAN LUXURY S ƯU ĐÃI LỚN CUỐI NĂM TẶNG 50% LỆ PHÍ TRƯỚC BẠ CÙNG NHIỀU PHỤ KIỆN ƯU ĐÃI KHÁC
Tiguan Luxury S sẵn xe giao ngay với 4 nâng cấp đáng chú ý, hiện đại hơn:
✔ ...",Hà Nội,2020,42,83513,0
2237,Volkswagen Tiguan Allspace Luxury S - 2020,Volkswagen,80801,https://bonbanh.com.vn/uploads/users/247857/car/3526528/s_1605685534.352.jpg,3526528,"TIGUAN LUXURY S ƯU ĐÃI LỚN CUỐI NĂM TẶNG 50% LỆ PHÍ TRƯỚC BẠ CÙNG NHIỀU PHỤ KIỆN ƯU ĐÃI KHÁC
Tiguan Luxury S sẵn xe giao ngay với 4 nâng cấp đáng chú ý, hiện đại hơn:
✔ ...",Hà Nội,2020,64,83088,0
2238,Volkswagen Tiguan Allspace Luxury S - 2020,Volkswagen,80801,https://bonbanh.com.vn/uploads/users/247857/car/3526528/s_1605685534.352.jpg,3526528,"TIGUAN LUXURY S ƯU ĐÃI LỚN CUỐI NĂM TẶNG 50% LỆ PHÍ TRƯỚC BẠ CÙNG NHIỀU PHỤ KIỆN ƯU ĐÃI KHÁC
Tiguan Luxury S sẵn xe giao ngay với 4 nâng cấp đáng chú ý, hiện đại hơn:
✔ ...",Hà Nội,2020,66,84189,0
3072,Porsche Macan 2.0 - 2015,Porsche,77818,https://bonbanh.com.vn/uploads/users/524623/car/3447428/s_1601461407.340.jpg,3447428,"Porche Macan 2.0 AT, sản xuất 2015, màu đen, biển tỉnh, xe còn mới nguyên zin
Trang bị đầy đủ tiện ích với màn hình DVD, điều hòa lạnh sâu, đài FM, ghế da kem xịn, 2 ống xả ...",Hà Nội,2015,66,81216,0
3073,Porsche Macan 2.0 - 2015,Porsche,77818,https://bonbanh.com.vn/uploads/users/524623/car/3447428/s_1601461407.340.jpg,3447428,"Porche Macan 2.0 AT, sản xuất 2015, màu đen, biển tỉnh, xe còn mới nguyên zin
Trang bị đầy đủ tiện ích với màn hình DVD, điều hòa lạnh sâu, đài FM, ghế da kem xịn, 2 ống xả ...",Hà Nội,2015,36,78932,0
3074,Porsche Macan 2.0 - 2015,Porsche,77818,https://bonbanh.com.vn/uploads/users/524623/car/3447428/s_1601461407.340.jpg,3447428,"Porche Macan 2.0 AT, sản xuất 2015, màu đen, biển tỉnh, xe còn mới nguyên zin
Trang bị đầy đủ tiện ích với màn hình DVD, điều hòa lạnh sâu, đài FM, ghế da kem xịn, 2 ống xả ...",Hà Nội,2015,43,80390,0
2386,Volvo XC40 R-DESIGN - 2020,Volvo,75656,https://bonbanh.com.vn/uploads/users/511788/car/3236403/s_1590388311.178.jpg,3236403,"VOLVO SÀI GÒN- Nhà nhập khẩu và phân phối chính hãng các dòng xe VOLVO tại Việt Nam.
- Da Nappa cao cấp, Loa Harman Kardon, Apple Car Play. Hệ thống lọc không khí Clean Zone.
- Hệ ...",TP HCM,2020,29,78780,0
2387,Volvo XC40 R-DESIGN - 2020,Volvo,75656,https://bonbanh.com.vn/uploads/users/511788/car/3236403/s_1590388311.178.jpg,3236403,"VOLVO SÀI GÒN- Nhà nhập khẩu và phân phối chính hãng các dòng xe VOLVO tại Việt Nam.
- Da Nappa cao cấp, Loa Harman Kardon, Apple Car Play. Hệ thống lọc không khí Clean Zone.
- Hệ ...",TP HCM,2020,68,77614,0
2388,Volvo XC40 R-DESIGN - 2020,Volvo,75656,https://bonbanh.com.vn/uploads/users/511788/car/3236403/s_1590388311.178.jpg,3236403,"VOLVO SÀI GÒN- Nhà nhập khẩu và phân phối chính hãng các dòng xe VOLVO tại Việt Nam.
- Da Nappa cao cấp, Loa Harman Kardon, Apple Car Play. Hệ thống lọc không khí Clean Zone.
- Hệ ...",TP HCM,2020,41,77176,0
2389,Volvo XC40 R-DESIGN - 2020,Volvo,75656,https://bonbanh.com.vn/uploads/users/511788/car/3236403/s_1590388311.178.jpg,3236403,"VOLVO SÀI GÒN- Nhà nhập khẩu và phân phối chính hãng các dòng xe VOLVO tại Việt Nam.
- Da Nappa cao cấp, Loa Harman Kardon, Apple Car Play. Hệ thống lọc không khí Clean Zone.
- Hệ ...",TP HCM,2020,66,79454,0
